algo,a_nlogn,b,R2,n_samples
Bounded_BeamSearch,3.5737751923015763e-07,0.0008280947328338944,0.17606125366240144,800
Classic_BeamSearch,4.6652175879401996e-07,4.7202927861602316e-05,0.9941632413996679,800
