algo,value,runtime_s,nodes_generated,nodes_explored,pruning_ratio,first_opt_node,memory_peak_mb,opt_known,opt_value,opt_time_s,correct,capacity,n,sum_w,timeout,error,class,sample,seed
bb_enhanced,535,0.0036082000005990267,179,179,0.0,124,0.01483917236328125,True,535,0.0008171999943442643,True,500,15,906,False,,WeaklyCorr,6,1651329
bb_basic,502,0.00027660001069307327,52,52,0.0,16,0.00106048583984375,True,502,0.0007429999968735501,True,500,15,765,False,,WeaklyCorr,7,1716866
bb_enhanced,502,0.0007600999961141497,40,40,0.0,28,0.0035247802734375,True,502,0.0007429999968735501,True,500,15,765,False,,WeaklyCorr,7,1716866
bb_basic,507,0.0022074000007705763,403,403,0.0,16,0.0010986328125,True,507,0.0007513000018661842,True,500,15,936,False,,WeaklyCorr,8,1782403
bb_enhanced,507,0.007976699998835102,350,350,0.0,239,0.031424522399902344,True,507,0.0007513000018661842,True,500,15,936,False,,WeaklyCorr,8,1782403
bb_basic,535,0.00030139999580569565,46,46,0.0,16,0.00121307373046875,True,535,0.000908799993339926,True,500,15,756,False,,WeaklyCorr,9,1847940
bb_enhanced,535,0.0009256999910576269,46,46,0.0,28,0.00484466552734375,True,535,0.000908799993339926,True,500,15,756,False,,WeaklyCorr,9,1847940
bb_basic,531,0.0006927000067662448,119,119,0.0,16,0.00130462646484375,True,531,0.0009083000040845945,True,500,15,762,False,,WeaklyCorr,10,7989292
bb_enhanced,531,0.0021890000061830506,116,116,0.0,75,0.01055145263671875,True,531,0.0009083000040845945,True,500,15,762,False,,WeaklyCorr,10,7989292
bb_basic,497,0.0009411999926669523,185,185,0.0,16,0.00141143798828125,True,497,0.0007648000027984381,True,500,15,731,False,,WeaklyCorr,11,8054829
bb_enhanced,497,0.0030274000018835068,152,152,0.0,97,0.0143890380859375,True,497,0.0007648000027984381,True,500,15,731,False,,WeaklyCorr,11,8054829
bb_basic,512,0.0007415000000037253,141,141,0.0,16,0.00130462646484375,True,512,0.0008317000028910115,True,500,15,749,False,,WeaklyCorr,12,8120366
bb_enhanced,512,0.0023458999930880964,121,121,0.0,78,0.010650634765625,True,512,0.0008317000028910115,True,500,15,749,False,,WeaklyCorr,12,8120366
bb_basic,529,0.0008463999984087422,170,170,0.0,16,0.00145721435546875,True,529,0.0008178999996744096,True,500,15,669,False,,WeaklyCorr,13,8185903
bb_enhanced,529,0.0035554999922169372,170,170,0.0,112,0.01634979248046875,True,529,0.0008178999996744096,True,500,15,669,False,,WeaklyCorr,13,8185903
bb_basic,512,0.000309199996991083,40,40,0.0,16,0.00110626220703125,True,512,0.0008342000073753297,True,500,15,877,False,,WeaklyCorr,14,8251440
bb_enhanced,512,0.0006892000092193484,33,33,0.0,22,0.00347137451171875,True,512,0.0008342000073753297,True,500,15,877,False,,WeaklyCorr,14,8251440
bb_basic,538,0.0007729000062681735,131,131,0.0,16,0.00138092041015625,True,538,0.0008858999935910106,True,500,15,655,False,,WeaklyCorr,15,8316977
bb_enhanced,538,0.0027713000017683953,126,126,0.0,72,0.0141754150390625,True,538,0.0008858999935910106,True,500,15,655,False,,WeaklyCorr,15,8316977
bb_basic,532,0.0005042999982833862,97,97,0.0,16,0.00145721435546875,True,532,0.0008128000044962391,True,500,15,743,False,,WeaklyCorr,16,8382514
bb_enhanced,532,0.0018989999953191727,96,96,0.0,62,0.0091094970703125,True,532,0.0008128000044962391,True,500,15,743,False,,WeaklyCorr,16,8382514
bb_basic,511,0.0003149999974993989,56,56,0.0,16,0.0013275146484375,True,511,0.0008117999968817458,True,500,15,721,False,,WeaklyCorr,17,8448051
bb_enhanced,511,0.0010786000057123601,56,56,0.0,36,0.00565338134765625,True,511,0.0008117999968817458,True,500,15,721,False,,WeaklyCorr,17,8448051
bb_basic,531,0.0012390000047162175,234,234,0.0,16,0.00147247314453125,True,531,0.0008360999927390367,True,500,15,718,False,,WeaklyCorr,18,8513588
bb_enhanced,531,0.005344399993191473,210,210,0.0,130,0.02236175537109375,True,531,0.0008360999927390367,True,500,15,718,False,,WeaklyCorr,18,8513588
bb_basic,550,0.0006141000048955902,123,123,0.0,16,0.00109100341796875,True,550,0.0008281000045826659,True,500,15,938,False,,WeaklyCorr,19,8579125
bb_enhanced,550,0.0019436000002315268,103,103,0.0,71,0.0080108642578125,True,550,0.0008281000045826659,True,500,15,938,False,,WeaklyCorr,19,8579125
bb_basic,564,0.000708199993823655,67,67,0.0,21,0.0014495849609375,True,564,0.0011703999916790053,True,500,20,901,False,,WeaklyCorr,0,537207
bb_enhanced,564,0.0010590000019874424,51,51,0.0,35,0.0048675537109375,True,564,0.0011703999916790053,True,500,20,901,False,,WeaklyCorr,0,537207
bb_basic,530,0.0009270000009564683,172,172,0.0,21,0.0015411376953125,True,530,0.0011057999945478514,True,500,20,850,False,,WeaklyCorr,1,602744
bb_enhanced,530,0.0028135000029578805,153,153,0.0,112,0.01161956787109375,True,530,0.0011057999945478514,True,500,20,850,False,,WeaklyCorr,1,602744
bb_basic,561,0.0024757999926805496,382,382,0.0,21,0.00146484375,True,561,0.0010132000024896115,True,500,20,1094,False,,WeaklyCorr,2,668281
bb_enhanced,561,0.00811769999563694,328,328,0.0,230,0.0276336669921875,True,561,0.0010132000024896115,True,500,20,1094,False,,WeaklyCorr,2,668281
bb_basic,562,0.001201000006403774,229,229,0.0,21,0.00139617919921875,True,562,0.0010024000075645745,True,500,20,1100,False,,WeaklyCorr,3,733818
bb_enhanced,562,0.0017688999942038208,90,90,0.0,58,0.008209228515625,True,562,0.0010024000075645745,True,500,20,1100,False,,WeaklyCorr,3,733818
bb_basic,563,0.0009111000108532608,191,191,0.0,21,0.00160980224609375,True,563,0.0010615000064717606,True,500,20,935,False,,WeaklyCorr,4,799355
bb_enhanced,563,0.0012146000080974773,59,59,0.0,40,0.0055694580078125,True,563,0.0010615000064717606,True,500,20,935,False,,WeaklyCorr,4,799355
bb_basic,540,0.0004889999981969595,96,96,0.0,21,0.0013885498046875,True,540,0.0010486000101082027,True,500,20,1114,False,,WeaklyCorr,5,864892
bb_enhanced,540,0.0009171999990940094,50,50,0.0,38,0.0037994384765625,True,540,0.0010486000101082027,True,500,20,1114,False,,WeaklyCorr,5,864892
bb_basic,553,0.0005169999931240454,107,107,0.0,21,0.0015106201171875,True,553,0.0010346999915782362,True,500,20,989,False,,WeaklyCorr,6,930429
bb_enhanced,553,0.0015367000014521182,92,92,0.0,72,0.0059051513671875,True,553,0.0010346999915782362,True,500,20,989,False,,WeaklyCorr,6,930429
bb_basic,529,0.0005703000060748309,112,112,0.0,21,0.00153350830078125,True,529,0.001015500005451031,True,500,20,950,False,,WeaklyCorr,7,995966
bb_enhanced,529,0.0010658999963197857,47,47,0.0,32,0.00460052490234375,True,529,0.001015500005451031,True,500,20,950,False,,WeaklyCorr,7,995966
bb_basic,551,0.00038699999277014285,65,65,0.0,21,0.00135040283203125,True,551,0.0011299000034341589,True,500,20,893,False,,WeaklyCorr,8,1061503
bb_enhanced,551,0.0013310999929672107,65,65,0.0,44,0.005340576171875,True,551,0.0011299000034341589,True,500,20,893,False,,WeaklyCorr,8,1061503
bb_basic,540,0.0005743000074289739,105,105,0.0,21,0.00116729736328125,True,540,0.0009773000056156889,True,500,20,1093,False,,WeaklyCorr,9,1127040
bb_enhanced,540,0.0020819000055780634,102,102,0.0,69,0.00872039794921875,True,540,0.0009773000056156889,True,500,20,1093,False,,WeaklyCorr,9,1127040
bb_basic,543,0.00020399999630171806,30,30,0.0,21,0.00112152099609375,True,543,0.0011089000036008656,True,500,20,984,False,,WeaklyCorr,10,7006248
bb_enhanced,543,0.000698300005751662,33,33,0.0,23,0.0033111572265625,True,543,0.0011089000036008656,True,500,20,984,False,,WeaklyCorr,10,7006248
bb_basic,543,0.002245700001367368,381,381,0.0,21,0.00153350830078125,True,543,0.00102599999809172,True,500,20,1051,False,,WeaklyCorr,11,7071785
bb_enhanced,543,0.004990200002794154,227,227,0.0,166,0.01718902587890625,True,543,0.00102599999809172,True,500,20,1051,False,,WeaklyCorr,11,7071785
bb_basic,531,0.00021529999503400177,29,29,0.0,21,0.0009765625,True,531,0.0010100999934365973,True,500,20,1235,False,,WeaklyCorr,12,7137322
bb_enhanced,531,0.0005537999968510121,29,29,0.0,21,0.0027923583984375,True,531,0.0010100999934365973,True,500,20,1235,False,,WeaklyCorr,12,7137322
bb_basic,548,0.0008828999998513609,174,174,0.0,21,0.00125885009765625,True,548,0.0010091000003740191,True,500,20,1178,False,,WeaklyCorr,13,7202859
bb_enhanced,548,0.0013309000059962273,69,69,0.0,47,0.00598907470703125,True,548,0.0010091000003740191,True,500,20,1178,False,,WeaklyCorr,13,7202859
bb_basic,520,0.002056199999060482,358,358,0.0,21,0.001129150390625,True,520,0.000956499992753379,True,500,20,1155,False,,WeaklyCorr,14,7268396
bb_enhanced,520,0.007200600011856295,363,363,0.0,281,0.02307891845703125,True,520,0.000956499992753379,True,500,20,1155,False,,WeaklyCorr,14,7268396
bb_basic,532,0.0006046000053174794,98,98,0.0,21,0.0014801025390625,True,532,0.0011104999866802245,True,500,20,829,False,,WeaklyCorr,15,7333933
bb_enhanced,532,0.001956899999640882,97,97,0.0,63,0.0083770751953125,True,532,0.0011104999866802245,True,500,20,829,False,,WeaklyCorr,15,7333933
bb_basic,547,0.0005702000053133816,110,110,0.0,21,0.00124359130859375,True,547,0.000978600000962615,True,500,20,1009,False,,WeaklyCorr,16,7399470
bb_enhanced,547,0.0011009000008925796,59,59,0.0,40,0.005157470703125,True,547,0.000978600000962615,True,500,20,1009,False,,WeaklyCorr,16,7399470
bb_basic,541,0.0012787000014213845,254,254,0.0,21,0.00135040283203125,True,541,0.0008846999990055338,True,500,20,1137,False,,WeaklyCorr,17,7465007
bb_enhanced,541,0.0042237999878125265,222,222,0.0,166,0.014862060546875,True,541,0.0008846999990055338,True,500,20,1137,False,,WeaklyCorr,17,7465007
bb_basic,540,0.00019389999215491116,30,30,0.0,21,0.00109100341796875,True,540,0.001044100004946813,True,500,20,1089,False,,WeaklyCorr,18,7530544
bb_enhanced,540,0.0005756000027759001,30,30,0.0,21,0.00304412841796875,True,540,0.001044100004946813,True,500,20,1089,False,,WeaklyCorr,18,7530544
bb_basic,548,0.001222899998538196,245,245,0.0,21,0.0016632080078125,True,548,0.0009622999932616949,True,500,20,993,False,,WeaklyCorr,19,7596081
bb_enhanced,548,0.003686399999423884,183,183,0.0,130,0.014892578125,True,548,0.0009622999932616949,True,500,20,993,False,,WeaklyCorr,19,7596081
bb_basic,539,0.0015948999935062602,318,318,0.0,26,0.0012664794921875,True,539,0.0011216999992029741,True,500,25,1407,False,,WeaklyCorr,0,1520252
bb_enhanced,539,0.005959200003417209,329,329,0.0,269,0.01607513427734375,True,539,0.0011216999992029741,True,500,25,1407,False,,WeaklyCorr,0,1520252
bb_basic,579,0.002325699999346398,418,418,0.0,26,0.001617431640625,True,579,0.0011784000089392066,True,500,25,1184,False,,WeaklyCorr,1,1585789
bb_enhanced,579,0.007637200003955513,361,361,0.0,269,0.02768707275390625,True,579,0.0011784000089392066,True,500,25,1184,False,,WeaklyCorr,1,1585789
bb_basic,544,0.002368899993598461,399,399,0.0,26,0.00220489501953125,True,544,0.001367400007438846,True,500,25,1101,False,,WeaklyCorr,2,1651326
bb_enhanced,544,0.005660099996021017,255,255,0.0,171,0.0254974365234375,True,544,0.001367400007438846,True,500,25,1101,False,,WeaklyCorr,2,1651326
bb_basic,560,0.0017534999933559448,334,334,0.0,26,0.00148773193359375,True,560,0.0011878000077558681,True,500,25,1221,False,,WeaklyCorr,3,1716863
bb_enhanced,560,0.0032512000034330413,181,181,0.0,134,0.0121002197265625,True,560,0.0011878000077558681,True,500,25,1221,False,,WeaklyCorr,3,1716863
bb_basic,582,0.0018321000097785145,339,339,0.0,26,0.00170135498046875,True,582,0.0012152999988757074,True,500,25,1341,False,,WeaklyCorr,4,1782400
bb_enhanced,582,0.0036308999988250434,185,185,0.0,130,0.01528167724609375,True,582,0.0012152999988757074,True,500,25,1341,False,,WeaklyCorr,4,1782400
bb_basic,559,0.0015100000018719584,290,290,0.0,26,0.00147247314453125,True,559,0.0011579999991226941,True,500,25,1319,False,,WeaklyCorr,5,1847937
bb_enhanced,559,0.005821500002639368,289,289,0.0,209,0.02211761474609375,True,559,0.0011579999991226941,True,500,25,1319,False,,WeaklyCorr,5,1847937
bb_basic,580,0.0007312999950954691,139,139,0.0,26,0.0019378662109375,True,580,0.0012267999991308898,True,500,25,1104,False,,WeaklyCorr,6,1913474
bb_enhanced,580,0.0024002999998629093,127,127,0.0,91,0.01031494140625,True,580,0.0012267999991308898,True,500,25,1104,False,,WeaklyCorr,6,1913474
bb_basic,555,0.0007652000058442354,145,145,0.0,26,0.0014190673828125,True,555,0.0011727999954018742,True,500,25,1304,False,,WeaklyCorr,7,1979011
bb_enhanced,555,0.0016545000107726082,86,86,0.0,56,0.00759124755859375,True,555,0.0011727999954018742,True,500,25,1304,False,,WeaklyCorr,7,1979011
bb_basic,567,0.00032929998997133225,57,57,0.0,26,0.0013885498046875,True,567,0.0011732999992091209,True,500,25,1200,False,,WeaklyCorr,8,2044548
bb_enhanced,567,0.0010817000002134591,57,57,0.0,40,0.00490570068359375,True,567,0.0011732999992091209,True,500,25,1200,False,,WeaklyCorr,8,2044548
bb_basic,563,0.0009882000013021752,197,197,0.0,26,0.00139617919921875,True,563,0.00117790000513196,True,500,25,1302,False,,WeaklyCorr,9,2110085
bb_enhanced,563,0.003316699992865324,168,168,0.0,119,0.01324462890625,True,563,0.00117790000513196,True,500,25,1302,False,,WeaklyCorr,9,2110085
bb_basic,570,0.0008843999967211857,172,172,0.0,26,0.0015411376953125,True,570,0.0011432999890530482,True,500,25,1259,False,,WeaklyCorr,10,8316973
bb_enhanced,570,0.003293000001576729,173,173,0.0,126,0.01178741455078125,True,570,0.0011432999890530482,True,500,25,1259,False,,WeaklyCorr,10,8316973
bb_basic,552,0.0013364999904297292,263,263,0.0,26,0.00150299072265625,True,552,0.0011682999902404845,True,500,25,1242,False,,WeaklyCorr,11,8382510
bb_enhanced,552,0.004776999994646758,255,255,0.0,195,0.01554107666015625,True,552,0.0011682999902404845,True,500,25,1242,False,,WeaklyCorr,11,8382510
bb_basic,520,0.0009197999897878617,193,193,0.0,26,0.00164794921875,True,520,0.0012532999971881509,True,500,25,1097,False,,WeaklyCorr,12,8448047
bb_enhanced,520,0.0023241000017151237,136,136,0.0,105,0.00884246826171875,True,520,0.0012532999971881509,True,500,25,1097,False,,WeaklyCorr,12,8448047
bb_basic,549,0.0010923000081675127,210,210,0.0,26,0.0014801025390625,True,549,0.0012504000042099506,True,500,25,1184,False,,WeaklyCorr,13,8513584
bb_enhanced,549,0.004131699999561533,207,207,0.0,150,0.01470947265625,True,549,0.0012504000042099506,True,500,25,1184,False,,WeaklyCorr,13,8513584
bb_basic,560,0.0008553000079700723,170,170,0.0,26,0.0020294189453125,True,560,0.0012698000064119697,True,500,25,1207,False,,WeaklyCorr,14,8579121
bb_enhanced,560,0.002027000009547919,112,112,0.0,82,0.00867462158203125,True,560,0.0012698000064119697,True,500,25,1207,False,,WeaklyCorr,14,8579121
bb_basic,567,0.0012329000019235536,265,265,0.0,26,0.0017242431640625,True,567,0.0012329000019235536,True,500,25,1142,False,,WeaklyCorr,15,8644658
bb_enhanced,567,0.001126899995142594,63,63,0.0,46,0.004913330078125,True,567,0.0012329000019235536,True,500,25,1142,False,,WeaklyCorr,15,8644658
bb_basic,545,0.0008288999961223453,173,173,0.0,26,0.0015106201171875,True,545,0.00125790000311099,True,500,25,1253,False,,WeaklyCorr,16,8710195
bb_enhanced,545,0.0014640000008512288,83,83,0.0,62,0.00604248046875,True,545,0.00125790000311099,True,500,25,1253,False,,WeaklyCorr,16,8710195
bb_basic,538,0.0004486999969230965,84,84,0.0,26,0.00173187255859375,True,538,0.0014009999867994338,True,500,25,1089,False,,WeaklyCorr,17,8775732
bb_enhanced,538,0.0010879000037675723,59,59,0.0,45,0.00431060791015625,True,538,0.0014009999867994338,True,500,25,1089,False,,WeaklyCorr,17,8775732
bb_basic,538,0.0014584000018658116,290,290,0.0,26,0.00164794921875,True,538,0.0012247999984538183,True,500,25,1167,False,,WeaklyCorr,18,8841269
bb_enhanced,538,0.0030153999978210777,159,159,0.0,120,0.0108642578125,True,538,0.0012247999984538183,True,500,25,1167,False,,WeaklyCorr,18,8841269
bb_basic,507,0.0037204999971436337,637,637,0.0,26,0.0015411376953125,True,507,0.0011112000065622851,True,500,25,1140,False,,WeaklyCorr,19,8906806
bb_enhanced,507,0.0130700000008801,611,611,0.0,483,0.039306640625,True,507,0.0011112000065622851,True,500,25,1140,False,,WeaklyCorr,19,8906806
bb_basic,563,0.002295600002980791,429,429,0.0,31,0.00156402587890625,True,563,0.001396999999997206,True,500,30,1533,False,,WeaklyCorr,0,799352
bb_enhanced,563,0.003763000000617467,227,227,0.0,186,0.0111236572265625,True,563,0.001396999999997206,True,500,30,1533,False,,WeaklyCorr,0,799352
bb_basic,557,0.0017943999991985038,330,330,0.0,31,0.0021820068359375,True,557,0.0014750999980606139,True,500,30,1322,False,,WeaklyCorr,1,864889
bb_enhanced,557,0.004938500002026558,248,248,0.0,181,0.01721954345703125,True,557,0.0014750999980606139,True,500,30,1322,False,,WeaklyCorr,1,864889
bb_basic,579,0.0024144000053638592,432,432,0.0,31,0.00234222412109375,True,579,0.0015134999994188547,True,500,30,1413,False,,WeaklyCorr,2,930426
bb_enhanced,579,0.002513999992515892,129,129,0.0,92,0.01045989990234375,True,579,0.0015134999994188547,True,500,30,1413,False,,WeaklyCorr,2,930426
bb_basic,588,0.0009683000098448247,189,189,0.0,31,0.001953125,True,588,0.001437600003555417,True,500,30,1344,False,,WeaklyCorr,3,995963
bb_enhanced,588,0.002630699993460439,146,146,0.0,112,0.009979248046875,True,588,0.001437600003555417,True,500,30,1344,False,,WeaklyCorr,3,995963
bb_basic,561,0.0015253000019583851,307,307,0.0,31,0.001678466796875,True,561,0.0014463999978033826,True,500,30,1636,False,,WeaklyCorr,4,1061500
bb_enhanced,561,0.002288500007125549,125,125,0.0,91,0.00921630859375,True,561,0.0014463999978033826,True,500,30,1636,False,,WeaklyCorr,4,1061500
bb_basic,568,0.00027859999681822956,42,42,0.0,31,0.0013580322265625,True,568,0.0014802000077906996,True,500,30,1408,False,,WeaklyCorr,5,1127037
bb_enhanced,568,0.0008022999973036349,42,42,0.0,31,0.0035858154296875,True,568,0.0014802000077906996,True,500,30,1408,False,,WeaklyCorr,5,1127037
bb_basic,549,0.002879800013033673,518,518,0.0,31,0.00165557861328125,True,549,0.0014414000033866614,True,500,30,1689,False,,WeaklyCorr,6,1192574
bb_enhanced,549,0.0061972000112291425,319,319,0.0,261,0.01657867431640625,True,549,0.0014414000033866614,True,500,30,1689,False,,WeaklyCorr,6,1192574
bb_basic,561,0.002526399999624118,434,434,0.0,31,0.00177764892578125,True,561,0.0014311999984784052,True,500,30,1481,False,,WeaklyCorr,7,1258111
bb_enhanced,561,0.004542000009678304,242,242,0.0,188,0.01473236083984375,True,561,0.0014311999984784052,True,500,30,1481,False,,WeaklyCorr,7,1258111
bb_basic,563,0.005146600000443868,826,826,0.0,31,0.00164031982421875,True,563,0.001340699993306771,True,500,30,1589,False,,WeaklyCorr,8,1323648
bb_enhanced,563,0.009108099999139085,419,419,0.0,319,0.02907562255859375,True,563,0.001340699993306771,True,500,30,1589,False,,WeaklyCorr,8,1323648
bb_basic,551,0.0021466000034706667,379,379,0.0,31,0.00193023681640625,True,551,0.0015118000010261312,True,500,30,1324,False,,WeaklyCorr,9,1389185
bb_enhanced,551,0.006852499995147809,314,314,0.0,232,0.02219390869140625,True,551,0.0015118000010261312,True,500,30,1324,False,,WeaklyCorr,9,1389185
bb_basic,560,0.0008452999900327995,167,167,0.0,31,0.0013275146484375,True,560,0.0013146999990567565,True,500,30,1926,False,,WeaklyCorr,10,7333929
bb_enhanced,560,0.0023618000122951344,142,142,0.0,120,0.0064239501953125,True,560,0.0013146999990567565,True,500,30,1926,False,,WeaklyCorr,10,7333929
bb_basic,568,0.0024245999957202002,452,452,0.0,31,0.00188446044921875,True,568,0.0014648999931523576,True,500,30,1475,False,,WeaklyCorr,11,7399466
bb_enhanced,568,0.001844600003096275,99,99,0.0,75,0.00713348388671875,True,568,0.0014648999931523576,True,500,30,1475,False,,WeaklyCorr,11,7399466
bb_basic,578,0.0006418999982997775,120,120,0.0,31,0.00152587890625,True,578,0.001431100012268871,True,500,30,1475,False,,WeaklyCorr,12,7465003
bb_enhanced,578,0.001980500004719943,108,108,0.0,76,0.00862884521484375,True,578,0.001431100012268871,True,500,30,1475,False,,WeaklyCorr,12,7465003
bb_basic,578,0.0027139000012539327,452,452,0.0,31,0.0023651123046875,True,578,0.0014571000065188855,True,500,30,1423,False,,WeaklyCorr,13,7530540
bb_enhanced,578,0.008021700006793253,375,375,0.0,304,0.02063751220703125,True,578,0.0014571000065188855,True,500,30,1423,False,,WeaklyCorr,13,7530540
bb_basic,549,0.0072851000004448,1193,1193,0.0,31,0.00151824951171875,True,549,0.001363799994578585,True,500,30,1784,False,,WeaklyCorr,14,7596077
bb_enhanced,549,0.006561200003488921,359,359,0.0,302,0.0154266357421875,True,549,0.001363799994578585,True,500,30,1784,False,,WeaklyCorr,14,7596077
bb_basic,533,0.0012989000097149983,259,259,0.0,31,0.00148773193359375,True,533,0.00136900000507012,True,500,30,1750,False,,WeaklyCorr,15,7661614
bb_enhanced,533,0.002366700005950406,130,130,0.0,97,0.0088348388671875,True,533,0.00136900000507012,True,500,30,1750,False,,WeaklyCorr,15,7661614
bb_basic,544,0.002263299989863299,407,407,0.0,31,0.0019073486328125,True,544,0.0015208999975584447,True,500,30,1312,False,,WeaklyCorr,16,7727151
bb_enhanced,544,0.007380800001556054,369,369,0.0,291,0.02375030517578125,True,544,0.0015208999975584447,True,500,30,1312,False,,WeaklyCorr,16,7727151
bb_basic,551,0.0004462000069906935,83,83,0.0,31,0.001434326171875,True,551,0.0014159999991534278,True,500,30,1348,False,,WeaklyCorr,17,7792688
bb_enhanced,551,0.0014607999910367653,83,83,0.0,64,0.0055999755859375,True,551,0.0014159999991534278,True,500,30,1348,False,,WeaklyCorr,17,7792688
bb_basic,547,0.0007245000015245751,134,134,0.0,31,0.00146484375,True,547,0.001345600001513958,True,500,30,1517,False,,WeaklyCorr,18,7858225
bb_enhanced,547,0.0026150000048801303,134,134,0.0,91,0.011260986328125,True,547,0.001345600001513958,True,500,30,1517,False,,WeaklyCorr,18,7858225
bb_basic,543,0.0005004999984521419,95,95,0.0,31,0.0012664794921875,True,543,0.0013436999870464206,True,500,30,1664,False,,WeaklyCorr,19,7923762
bb_enhanced,543,0.0015048000059323385,91,91,0.0,73,0.00536346435546875,True,543,0.0013436999870464206,True,500,30,1664,False,,WeaklyCorr,19,7923762
bb_basic,600,0.012633699996513315,2039,2039,0.0,16,0.00131988525390625,True,600,0.0007954000029712915,True,500,15,808,False,,StronglyCorr,0,9142512
bb_enhanced,600,0.04994240000087302,1843,1843,0.0,1177,0.23137664794921875,True,600,0.0007954000029712915,True,500,15,808,False,,StronglyCorr,0,9142512
bb_basic,600,0.001756300000124611,355,355,0.0,16,0.00125885009765625,True,600,0.0007883000071160495,True,500,15,894,False,,StronglyCorr,1,9208049
bb_enhanced,600,0.00613010000961367,318,318,0.0,215,0.03199005126953125,True,600,0.0007883000071160495,True,500,15,894,False,,StronglyCorr,1,9208049
bb_basic,610,0.002880799991544336,510,510,0.0,16,0.00139617919921875,True,610,0.0008289000106742606,True,500,15,816,False,,StronglyCorr,2,9273586
bb_enhanced,610,0.00633899999957066,299,299,0.0,192,0.03252410888671875,True,610,0.0008289000106742606,True,500,15,816,False,,StronglyCorr,2,9273586
bb_basic,630,0.0003243999963160604,50,50,0.0,16,0.0015411376953125,True,630,0.0008789999992586672,True,500,15,642,False,,StronglyCorr,3,9339123
bb_enhanced,630,0.001032799991662614,48,48,0.0,27,0.00601959228515625,True,630,0.0008789999992586672,True,500,15,642,False,,StronglyCorr,3,9339123
bb_basic,620,0.003569499996956438,588,588,0.0,16,0.0015716552734375,True,620,0.0008536999957868829,True,500,15,665,False,,StronglyCorr,4,9404660
bb_enhanced,620,0.012418199999956414,494,494,0.0,283,0.0696258544921875,True,620,0.0008536999957868829,True,500,15,665,False,,StronglyCorr,4,9404660
bb_basic,598,0.00044319999869912863,88,88,0.0,16,0.00122833251953125,True,598,0.0007761000015307218,True,500,15,953,False,,StronglyCorr,5,9470197
bb_enhanced,598,0.001524399995105341,88,88,0.0,65,0.0064849853515625,True,598,0.0007761000015307218,True,500,15,953,False,,StronglyCorr,5,9470197
bb_basic,600,0.00523369999427814,860,860,0.0,16,0.00131988525390625,True,600,0.0007640999974682927,True,500,15,864,False,,StronglyCorr,6,9535734
bb_enhanced,600,0.020664099996793084,839,839,0.0,557,0.09529876708984375,True,600,0.0007640999974682927,True,500,15,864,False,,StronglyCorr,6,9535734
bb_basic,620,0.0021539999870583415,387,387,0.0,16,0.0015411376953125,True,620,0.0008782999939285219,True,500,15,689,False,,StronglyCorr,7,9601271
bb_enhanced,620,0.007563899998785928,312,312,0.0,182,0.04071044921875,True,620,0.0008782999939285219,True,500,15,689,False,,StronglyCorr,7,9601271
bb_basic,620,0.0005990000063320622,115,115,0.0,16,0.0015106201171875,True,620,0.0008498999959556386,True,500,15,726,False,,StronglyCorr,8,9666808
bb_enhanced,620,0.0021659000049112365,115,115,0.0,69,0.0128936767578125,True,620,0.0008498999959556386,True,500,15,726,False,,StronglyCorr,8,9666808
bb_basic,610,0.00038499999209307134,74,74,0.0,16,0.00136566162109375,True,610,0.0007910999993328005,True,500,15,829,False,,StronglyCorr,9,9732345
bb_enhanced,610,0.0013888999965274706,75,75,0.0,49,0.007232666015625,True,610,0.0007910999993328005,True,500,15,829,False,,StronglyCorr,9,9732345
bb_basic,629,0.001054500011377968,188,188,0.0,16,0.0015411376953125,True,629,0.0008853000035742298,True,500,15,621,False,,StronglyCorr,10,1930017
bb_enhanced,629,0.0038499999936902896,170,170,0.0,95,0.02086639404296875,True,629,0.0008853000035742298,True,500,15,621,False,,StronglyCorr,10,1930017
bb_basic,640,0.0003559000033419579,50,50,0.0,16,0.00160980224609375,True,640,0.0009140000038314611,True,500,15,555,False,,StronglyCorr,11,1995554
bb_enhanced,640,0.0009657000045990571,38,38,0.0,20,0.00507354736328125,True,640,0.0009140000038314611,True,500,15,555,False,,StronglyCorr,11,1995554
bb_basic,610,0.0020059000089531764,375,375,0.0,16,0.00142669677734375,True,610,0.0008283000061055645,True,500,15,800,False,,StronglyCorr,12,2061091
bb_enhanced,610,0.0070872000069357455,320,320,0.0,203,0.03643798828125,True,610,0.0008283000061055645,True,500,15,800,False,,StronglyCorr,12,2061091
bb_basic,610,0.0006945000059204176,142,142,0.0,16,0.00136566162109375,True,610,0.0007986999989952892,True,500,15,794,False,,StronglyCorr,13,2126628
bb_enhanced,610,0.0022243999992497265,117,117,0.0,77,0.0112762451171875,True,610,0.0007986999989952892,True,500,15,794,False,,StronglyCorr,13,2126628
bb_basic,610,0.002890899995691143,494,494,0.0,16,0.00142669677734375,True,610,0.0008221000025514513,True,500,15,785,False,,StronglyCorr,14,2192165
bb_enhanced,610,0.011412700012442656,484,484,0.0,302,0.05941009521484375,True,610,0.0008221000025514513,True,500,15,785,False,,StronglyCorr,14,2192165
bb_basic,610,0.0011760999914258718,253,253,0.0,16,0.00130462646484375,True,610,0.0008405000116908923,True,500,15,826,False,,StronglyCorr,15,2257702
bb_enhanced,610,0.003012400004081428,157,157,0.0,103,0.01519012451171875,True,610,0.0008405000116908923,True,500,15,826,False,,StronglyCorr,15,2257702
