class,rep,sample,algo,value,runtime_s,gap,opt_known,opt_time_s,capacity,n,sum_w
Uncorrelated,2,5,Bounded_BeamSearch,1513,0.00020930000755470246,0.0,True,0.0010571000020718202,1000,60,39192
Uncorrelated,2,6,Classic_BeamSearch,1484,0.00019329998758621514,0.0,True,0.0010116000048583373,1000,60,39350
Uncorrelated,2,6,Bounded_BeamSearch,1484,0.0002165000041713938,0.0,True,0.0010116000048583373,1000,60,39350
Uncorrelated,2,7,Classic_BeamSearch,1430,0.00018699999782256782,0.0,True,0.0010372999968240038,1000,60,39469
Uncorrelated,2,7,Bounded_BeamSearch,1430,0.00027180000324733555,0.0,True,0.0010372999968240038,1000,60,39469
Uncorrelated,2,8,Classic_BeamSearch,1494,0.00018089999502990395,0.0,True,0.0010271000064676628,1000,60,39044
Uncorrelated,2,8,Bounded_BeamSearch,1494,0.00024110000231303275,0.0,True,0.0010271000064676628,1000,60,39044
Uncorrelated,2,9,Classic_BeamSearch,1450,0.0001815000141505152,0.0,True,0.0010019000037573278,1000,60,39463
Uncorrelated,2,9,Bounded_BeamSearch,1450,0.0002432000037515536,0.0,True,0.0010019000037573278,1000,60,39463
Uncorrelated,2,10,Classic_BeamSearch,1540,0.00017829998978413641,0.0,True,0.0009169999975711107,1000,60,39271
Uncorrelated,2,10,Bounded_BeamSearch,1540,0.0001779000012902543,0.0,True,0.0009169999975711107,1000,60,39271
Uncorrelated,2,11,Classic_BeamSearch,1663,0.00018089999502990395,0.0,True,0.0008972999930847436,1000,60,39232
Uncorrelated,2,11,Bounded_BeamSearch,1663,0.00013499999477062374,0.0,True,0.0008972999930847436,1000,60,39232
Uncorrelated,2,12,Classic_BeamSearch,1631,0.00018259999342262745,0.0,True,0.0009495999984210357,1000,60,39805
Uncorrelated,2,12,Bounded_BeamSearch,1631,0.00020170000789221376,0.0,True,0.0009495999984210357,1000,60,39805
Uncorrelated,2,13,Classic_BeamSearch,1594,0.0001790999958757311,0.0,True,0.000933699993765913,1000,60,39395
Uncorrelated,2,13,Bounded_BeamSearch,1594,0.00020480000239331275,0.0,True,0.000933699993765913,1000,60,39395
Uncorrelated,2,14,Classic_BeamSearch,1458,0.0001846999948611483,0.0,True,0.0009436999971512705,1000,60,38917
Uncorrelated,2,14,Bounded_BeamSearch,1458,0.00023859999782871455,0.0,True,0.0009436999971512705,1000,60,38917
Uncorrelated,2,15,Classic_BeamSearch,1523,0.00018109999655280262,0.0,True,0.0009815999947022647,1000,60,39198
Uncorrelated,2,15,Bounded_BeamSearch,1523,0.0002145999897038564,0.0,True,0.0009815999947022647,1000,60,39198
Uncorrelated,2,16,Classic_BeamSearch,1520,0.00017970000044442713,0.0,True,0.0009527000074740499,1000,60,39606
Uncorrelated,2,16,Bounded_BeamSearch,1520,0.00020120000408496708,0.0,True,0.0009527000074740499,1000,60,39606
Uncorrelated,2,17,Classic_BeamSearch,1530,0.0001790999958757311,0.0,True,0.0009642999939387664,1000,60,39085
Uncorrelated,2,17,Bounded_BeamSearch,1530,0.0002744000084931031,0.0,True,0.0009642999939387664,1000,60,39085
Uncorrelated,2,18,Classic_BeamSearch,1701,0.00019130000146105886,0.0,True,0.0010983999964082614,1000,60,39365
Uncorrelated,2,18,Bounded_BeamSearch,1701,0.00015439999697264284,0.0,True,0.0010983999964082614,1000,60,39365
Uncorrelated,2,19,Classic_BeamSearch,1626,0.00017749999824445695,0.0,True,0.0009189999982481822,1000,60,39709
Uncorrelated,2,19,Bounded_BeamSearch,1626,0.00018300001102034003,0.0,True,0.0009189999982481822,1000,60,39709
Uncorrelated,3,0,Classic_BeamSearch,1489,0.00018059999274555594,0.0,True,0.0009253000025637448,1000,60,39349
Uncorrelated,3,0,Bounded_BeamSearch,1489,0.0001993000041693449,0.0,True,0.0009253000025637448,1000,60,39349
Uncorrelated,3,1,Classic_BeamSearch,1514,0.00018339999951422215,0.0,True,0.0009298000077251345,1000,60,39408
Uncorrelated,3,1,Bounded_BeamSearch,1514,0.00019439999596215785,0.0,True,0.0009298000077251345,1000,60,39408
Uncorrelated,3,2,Classic_BeamSearch,1698,0.0001784999913070351,0.0,True,0.000983500009169802,1000,60,38206
Uncorrelated,3,2,Bounded_BeamSearch,1698,0.00015659999917261302,0.0,True,0.000983500009169802,1000,60,38206
Uncorrelated,3,3,Classic_BeamSearch,1564,0.00018170000112149864,0.0,True,0.0009513999975752085,1000,60,39003
Uncorrelated,3,3,Bounded_BeamSearch,1564,0.0002212999970652163,0.0,True,0.0009513999975752085,1000,60,39003
Uncorrelated,3,4,Classic_BeamSearch,1534,0.00018899999849963933,0.0,True,0.0009314000053564087,1000,60,39559
Uncorrelated,3,4,Bounded_BeamSearch,1534,0.00018829999316949397,0.0,True,0.0009314000053564087,1000,60,39559
Uncorrelated,3,5,Classic_BeamSearch,1636,0.0001740000006975606,0.0,True,0.0009328000014647841,1000,60,38538
Uncorrelated,3,5,Bounded_BeamSearch,1636,0.00015730000450275838,0.0,True,0.0009328000014647841,1000,60,38538
Uncorrelated,3,6,Classic_BeamSearch,1601,0.0001779000012902543,0.0,True,0.0010048999974969774,1000,60,38753
Uncorrelated,3,6,Bounded_BeamSearch,1601,0.00019640001119114459,0.0,True,0.0010048999974969774,1000,60,38753
Uncorrelated,3,7,Classic_BeamSearch,1463,0.000182100004167296,0.0,True,0.0008711999980732799,1000,60,40067
Uncorrelated,3,7,Bounded_BeamSearch,1463,0.0002536000101827085,0.0,True,0.0008711999980732799,1000,60,40067
Uncorrelated,3,8,Classic_BeamSearch,1588,0.0001773000112734735,0.0,True,0.0010119000071426854,1000,60,38474
Uncorrelated,3,8,Bounded_BeamSearch,1588,0.00018190000264439732,0.0,True,0.0010119000071426854,1000,60,38474
Uncorrelated,3,9,Classic_BeamSearch,1493,0.00017939999816007912,0.0,True,0.0008949999901233241,1000,60,40042
Uncorrelated,3,9,Bounded_BeamSearch,1493,0.00021699999342672527,0.0,True,0.0008949999901233241,1000,60,40042
Uncorrelated,3,10,Classic_BeamSearch,1573,0.0002595000114524737,0.0,True,0.0010603999980958179,1000,60,38543
Uncorrelated,3,10,Bounded_BeamSearch,1573,0.0003146999952150509,0.0,True,0.0010603999980958179,1000,60,38543
Uncorrelated,3,11,Classic_BeamSearch,1581,0.00018740000086836517,0.0,True,0.0009468000062042847,1000,60,38940
Uncorrelated,3,11,Bounded_BeamSearch,1581,0.00019029999384656549,0.0,True,0.0009468000062042847,1000,60,38940
Uncorrelated,3,12,Classic_BeamSearch,1651,0.00017880000814329833,0.0,True,0.0009024999890243635,1000,60,39437
Uncorrelated,3,12,Bounded_BeamSearch,1651,0.00019269999756943434,0.0,True,0.0009024999890243635,1000,60,39437
Uncorrelated,3,13,Classic_BeamSearch,1384,0.00018489999638404697,0.0,True,0.0009070000087376684,1000,60,39444
Uncorrelated,3,13,Bounded_BeamSearch,1384,0.00025829998776316643,0.0,True,0.0009070000087376684,1000,60,39444
Uncorrelated,3,14,Classic_BeamSearch,1654,0.00017749999824445695,0.0,True,0.0009270000009564683,1000,60,39928
Uncorrelated,3,14,Bounded_BeamSearch,1654,0.00018649999401532114,0.0,True,0.0009270000009564683,1000,60,39928
Uncorrelated,3,15,Classic_BeamSearch,1436,0.00018370000179857016,0.0,True,0.0008614999969722703,1000,60,39986
Uncorrelated,3,15,Bounded_BeamSearch,1436,0.00023079999664332718,0.0,True,0.0008614999969722703,1000,60,39986
Uncorrelated,3,16,Classic_BeamSearch,1603,0.00017800000205170363,0.0,True,0.0009729999874252826,1000,60,38526
Uncorrelated,3,16,Bounded_BeamSearch,1603,0.000232299993513152,0.0,True,0.0009729999874252826,1000,60,38526
Uncorrelated,3,17,Classic_BeamSearch,1532,0.00017670000670477748,0.0,True,0.0009301000100094825,1000,60,38650
Uncorrelated,3,17,Bounded_BeamSearch,1532,0.00021519999427255243,0.0,True,0.0009301000100094825,1000,60,38650
Uncorrelated,3,18,Classic_BeamSearch,1524,0.0001812999980757013,0.0,True,0.0008668000082252547,1000,60,39866
Uncorrelated,3,18,Bounded_BeamSearch,1524,0.00020580001000780612,0.0,True,0.0008668000082252547,1000,60,39866
Uncorrelated,3,19,Classic_BeamSearch,1525,0.00018020000425167382,0.0,True,0.0010029999975813553,1000,60,39080
Uncorrelated,3,19,Bounded_BeamSearch,1525,0.0001576000067871064,0.0,True,0.0010029999975813553,1000,60,39080
Uncorrelated,4,0,Classic_BeamSearch,1632,0.0001779999874997884,0.0,True,0.0009339000098407269,1000,60,39050
Uncorrelated,4,0,Bounded_BeamSearch,1632,0.00019740000425372273,0.0,True,0.0009339000098407269,1000,60,39050
Uncorrelated,4,1,Classic_BeamSearch,1599,0.00022650000755675137,0.0,True,0.0009153999999398366,1000,60,39546
Uncorrelated,4,1,Bounded_BeamSearch,1599,0.00018139999883715063,0.0,True,0.0009153999999398366,1000,60,39546
Uncorrelated,4,2,Classic_BeamSearch,1676,0.00018259999342262745,0.0,True,0.0011175999970873818,1000,60,38668
Uncorrelated,4,2,Bounded_BeamSearch,1676,0.00018659999477677047,0.0,True,0.0011175999970873818,1000,60,38668
Uncorrelated,4,3,Classic_BeamSearch,1569,0.00018470000941306353,0.0,True,0.000884400011273101,1000,60,40028
Uncorrelated,4,3,Bounded_BeamSearch,1569,0.0001990000018849969,0.0,True,0.000884400011273101,1000,60,40028
Uncorrelated,4,4,Classic_BeamSearch,1499,0.00018769998860079795,0.0,True,0.001022600001306273,1000,60,39190
Uncorrelated,4,4,Bounded_BeamSearch,1499,0.00019449999672360718,0.0,True,0.001022600001306273,1000,60,39190
Uncorrelated,4,5,Classic_BeamSearch,1627,0.00018659999477677047,0.0,True,0.0009259999933419749,1000,60,39268
Uncorrelated,4,5,Bounded_BeamSearch,1627,0.00017169999773614109,0.0,True,0.0009259999933419749,1000,60,39268
Uncorrelated,4,6,Classic_BeamSearch,1562,0.0001782000035746023,0.0,True,0.0010244000004604459,1000,60,38169
Uncorrelated,4,6,Bounded_BeamSearch,1562,0.00020280000171624124,0.0,True,0.0010244000004604459,1000,60,38169
Uncorrelated,4,7,Classic_BeamSearch,1513,0.00017980000120587647,0.0,True,0.0009291000023949891,1000,60,39084
Uncorrelated,4,7,Bounded_BeamSearch,1513,0.00025290000485256314,0.0,True,0.0009291000023949891,1000,60,39084
Uncorrelated,4,8,Classic_BeamSearch,1517,0.00018850000924430788,0.0,True,0.0009116000001085922,1000,60,39884
Uncorrelated,4,8,Bounded_BeamSearch,1517,0.00019440001051407307,0.0,True,0.0009116000001085922,1000,60,39884
Uncorrelated,4,9,Classic_BeamSearch,1436,0.00018780000391416252,0.0,True,0.0009335000067949295,1000,60,39348
Uncorrelated,4,9,Bounded_BeamSearch,1436,0.0002494000073056668,0.0,True,0.0009335000067949295,1000,60,39348
Uncorrelated,4,10,Classic_BeamSearch,1490,0.0001829999964684248,0.0,True,0.000949099994613789,1000,60,38704
Uncorrelated,4,10,Bounded_BeamSearch,1490,0.00019710000196937472,0.0,True,0.000949099994613789,1000,60,38704
Uncorrelated,4,11,Classic_BeamSearch,1518,0.0001804000057745725,0.0,True,0.0009673000022303313,1000,60,38907
Uncorrelated,4,11,Bounded_BeamSearch,1518,0.00018689999706111848,0.0,True,0.0009673000022303313,1000,60,38907
Uncorrelated,4,12,Classic_BeamSearch,1524,0.00017939999816007912,0.0,True,0.000959899989538826,1000,60,38925
Uncorrelated,4,12,Bounded_BeamSearch,1524,0.00024080000002868474,0.0,True,0.000959899989538826,1000,60,38925
Uncorrelated,4,13,Classic_BeamSearch,1506,0.00017690000822767615,0.0,True,0.0009091999963857234,1000,60,38997
Uncorrelated,4,13,Bounded_BeamSearch,1506,0.00025070000265259296,0.0,True,0.0009091999963857234,1000,60,38997
Uncorrelated,4,14,Classic_BeamSearch,1581,0.0001897000038297847,0.0,True,0.0011088999890489504,1000,60,39092
Uncorrelated,4,14,Bounded_BeamSearch,1581,0.00023570000485051423,0.0,True,0.0011088999890489504,1000,60,39092
Uncorrelated,4,15,Classic_BeamSearch,1568,0.0001812999980757013,0.0,True,0.000967200001468882,1000,60,39049
Uncorrelated,4,15,Bounded_BeamSearch,1568,0.00020219999714754522,0.0,True,0.000967200001468882,1000,60,39049
Uncorrelated,4,16,Classic_BeamSearch,1586,0.00018509999790694565,0.0,True,0.0009258000063709915,1000,60,39085
Uncorrelated,4,16,Bounded_BeamSearch,1586,0.00019060001068282872,0.0,True,0.0009258000063709915,1000,60,39085
Uncorrelated,4,17,Classic_BeamSearch,1526,0.00018080000882036984,0.0,True,0.0009273000032408163,1000,60,40203
Uncorrelated,4,17,Bounded_BeamSearch,1526,0.0002128000051015988,0.0,True,0.0009273000032408163,1000,60,40203
Uncorrelated,4,18,Classic_BeamSearch,1371,0.00020009999570902437,0.0,True,0.0008944000001065433,1000,60,39626
Uncorrelated,4,18,Bounded_BeamSearch,1371,0.00031879999733064324,0.0,True,0.0008944000001065433,1000,60,39626
Uncorrelated,4,19,Classic_BeamSearch,1565,0.0001816000003600493,0.0,True,0.0009354999929200858,1000,60,39447
Uncorrelated,4,19,Bounded_BeamSearch,1565,0.00023359998886007816,0.0,True,0.0009354999929200858,1000,60,39447
WeaklyCorr,0,0,Classic_BeamSearch,975,0.0005607000057352707,0.0,True,0.0025634000048739836,1000,150,96334
WeaklyCorr,0,0,Bounded_BeamSearch,975,0.001798799989046529,0.0,True,0.0025634000048739836,1000,150,96334
WeaklyCorr,0,1,Classic_BeamSearch,972,0.0005958000110695139,0.0,True,0.0024370999890379608,1000,150,97313
WeaklyCorr,0,1,Bounded_BeamSearch,972,0.0023027999995974824,0.0,True,0.0024370999890379608,1000,150,97313
WeaklyCorr,0,2,Classic_BeamSearch,973,0.0005772000004071742,0.0,True,0.0022831999958725646,1000,150,97776
WeaklyCorr,0,2,Bounded_BeamSearch,973,0.002037799989921041,0.0,True,0.0022831999958725646,1000,150,97776
WeaklyCorr,0,3,Classic_BeamSearch,975,0.0006164999940665439,0.0,True,0.00247799999488052,1000,150,98569
WeaklyCorr,0,3,Bounded_BeamSearch,975,0.0021503000025404617,0.0,True,0.00247799999488052,1000,150,98569
WeaklyCorr,0,4,Classic_BeamSearch,973,0.000574999998207204,0.0,True,0.002297500002896413,1000,150,98347
WeaklyCorr,0,4,Bounded_BeamSearch,973,0.0018251000001328066,0.0,True,0.002297500002896413,1000,150,98347
WeaklyCorr,0,5,Classic_BeamSearch,975,0.0005901999975321814,0.0,True,0.0023296999861486256,1000,150,97266
WeaklyCorr,0,5,Bounded_BeamSearch,975,0.0018896999972639605,0.0,True,0.0023296999861486256,1000,150,97266
WeaklyCorr,0,6,Classic_BeamSearch,973,0.0005880999960936606,0.0,True,0.0023622000007890165,1000,150,97591
WeaklyCorr,0,6,Bounded_BeamSearch,973,0.0021190999977989122,0.0,True,0.0023622000007890165,1000,150,97591
WeaklyCorr,0,7,Classic_BeamSearch,972,0.0005763999943155795,0.0,True,0.0023670999944442883,1000,150,97944
WeaklyCorr,0,7,Bounded_BeamSearch,972,0.0020886999991489574,0.0,True,0.0023670999944442883,1000,150,97944
WeaklyCorr,0,8,Classic_BeamSearch,975,0.0005688999954145402,0.0,True,0.0023927999864099547,1000,150,98229
WeaklyCorr,0,8,Bounded_BeamSearch,975,0.0016715999954612926,0.0,True,0.0023927999864099547,1000,150,98229
WeaklyCorr,0,9,Classic_BeamSearch,975,0.0005887000006623566,0.0,True,0.002243599999928847,1000,150,100007
WeaklyCorr,0,9,Bounded_BeamSearch,975,0.0023837000044295564,0.0,True,0.002243599999928847,1000,150,100007
WeaklyCorr,0,10,Classic_BeamSearch,970,0.0006043000030331314,0.0,True,0.00222389999544248,1000,150,97911
WeaklyCorr,0,10,Bounded_BeamSearch,970,0.002373800001805648,0.0,True,0.00222389999544248,1000,150,97911
WeaklyCorr,0,11,Classic_BeamSearch,974,0.0005787999980384484,0.0,True,0.0024216000019805506,1000,150,97860
WeaklyCorr,0,11,Bounded_BeamSearch,974,0.0018628000107128173,0.0,True,0.0024216000019805506,1000,150,97860
WeaklyCorr,0,12,Classic_BeamSearch,975,0.0005725000082748011,0.0,True,0.002231600010418333,1000,150,97804
WeaklyCorr,0,12,Bounded_BeamSearch,975,0.001972900005057454,0.0,True,0.002231600010418333,1000,150,97804
WeaklyCorr,0,13,Classic_BeamSearch,972,0.0005880999960936606,0.0,True,0.0022674000065308064,1000,150,97755
WeaklyCorr,0,13,Bounded_BeamSearch,972,0.001830400011385791,0.0,True,0.0022674000065308064,1000,150,97755
WeaklyCorr,0,14,Classic_BeamSearch,972,0.000647599998046644,0.0,True,0.0022862000041641295,1000,150,98414
